parameter_id,IMPC_ACS_006_001
parameter_name,Response amplitude - S
gene_symbol,RAB13
mouse_strain,C57BL
analysis_id,3t510ohl68529nz
gene_accession_id,MGI:1927232
pvalue,0.5156861
mouse_life_stage,Early adult
