gene_symbol,Lurap1
parameter_id,MGP_MLN_032_001
parameter_name,Effector NK cells - % of NK cells
pvalue,0.8128069
gene_accession_id,MGI:1915325
analysis_id,buk77090r4p9jde
mouse_life_stage,Early adult
mouse_strain,C57BL
