parameter_name,Startle response
pvalue,0.9663875
parameter_id,ESLIM_008_001_013
gene_symbol,Snap23
analysis_id,5y3ou7zc12w6l8s
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
mouse_strain,C57BL
