gene_symbol,Rab13
parameter_name,Narrow eye opening
analysis_id,6829l2cucf5pg19
pvalue,0.7316511
parameter_id,IMPC_EYE_006_001
gene_accession_id,MGI:1927232
mouse_strain,C57BL
mouse_life_stage,Early adult
