gene_symbol,Ola1
analysis_id,94m9ukaeo7um62m
gene_accession_id,MGI:1914309
pvalue,0.9663124
mouse_life_stage,Early adult
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
parameter_id,MGP_PBI_030_001
mouse_strain,C57BL
