parameter_id,IMPC_ACS_036_001
mouse_strain,C57BL
analysis_id,f0j3sgb507d8267
parameter_name,% Pre-pulse inhibition - PPI4
gene_symbol,Ahctf1
pvalue,0.527825
gene_accession_id,MGI:1915033
mouse_life_stage,Early adult
