parameter_name,Whole arena resting time
pvalue,0.1488763
mouse_life_stage,Early adult
gene_accession_id,MGI:3045306
gene_symbol,Exd1
mouse_strain,C57BL
parameter_id,JAX_OFD_007_001
analysis_id,6iw7ebfkq0re2iz
