pvalue,0.6754508
analysis_id,923b092a3i63svk
mouse_strain,C57BL
parameter_name,Tremor
gene_accession_id,MGI:2140475
mouse_life_stage,Late adult
parameter_id,TCPLA_CSD_030_001
gene_symbol,AU040320
