parameter_id,IMPC_OFD_007_001
gene_symbol,Ints7
mouse_strain,C57BL
gene_accession_id,MGI:1924315
pvalue,0.4477518
parameter_name,Whole arena resting time
mouse_life_stage,Early adult
analysis_id,ab89fm8dq86o3yk
