gene_symbol,Kdm4c
gene_accession_id,MGI:1924054
analysis_id,2c21031cwl68oxs
mouse_strain,C57BL
pvalue,0.9311006
parameter_name,Resting CD4- NKT cells - % of CD4- NKT cells
parameter_id,MGP_IMM_027_001
mouse_life_stage,Early adult
