gene_symbol,Bcs1l
parameter_name,Forelimb grip strength normalised against body weight
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,ra06577lk158tau
gene_accession_id,MGI:1914071
pvalue,0.5404205
parameter_id,JAXLA_GRS_010_001
