gene_symbol,Arnt
parameter_name,Total protein
mouse_life_stage,Early adult
analysis_id,ydr9b4tl32ur9g0
parameter_id,IMPC_CBC_006_001
gene_accession_id,MGI:88071
pvalue,0.2906132
mouse_strain,C57BL
