mouse_life_stage,Early adult
parameter_name,30kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_012_001
gene_accession_id,MGI:107414
pvalue,0.3783228
gene_symbol,Tnfsf10
mouse_strain,C57BL
analysis_id,45j0dwszxq48f83
