gene_symbol,Mms22l
parameter_name,Total protein
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
analysis_id,4f86395sh99r88x
parameter_id,IMPC_CBC_006_001
pvalue,0.7184969
mouse_strain,129SV
