parameter_name,Distance travelled - total
pvalue,0.9824311
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:1345282
parameter_id,IMPC_OFD_020_001
analysis_id,om3933pr9kx892b
gene_symbol,Slc30a4
