parameter_id,IMPC_CSD_029_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,439720xl2u6y162
gene_accession_id,MGI:2444554
pvalue,0.2228753
gene_symbol,Mapkap1
parameter_name,Activity (body position)
