parameter_id,IMPC_GEP_017_001
parameter_name,Facial Morphology
gene_accession_id,MGI:2684980
gene_symbol,Mms22l
mouse_strain,C57BL
pvalue,0.6842595
analysis_id,682clzko0g2s864
mouse_life_stage,Early adult
