parameter_id,HMGULA_CBC_015_001
parameter_name,Total cholesterol
mouse_strain,C57BL
pvalue,0.1842313
mouse_life_stage,Early adult
gene_symbol,Trp53i11
analysis_id,qyk8v3s1043ffc7
gene_accession_id,MGI:2670995
