parameter_id,HRWLLA_OFD_020_001
analysis_id,dv1jzxjq38oq3s2
pvalue,0.0815874
mouse_strain,C57BL
gene_symbol,Eprs1
mouse_life_stage,E9.5
gene_accession_id,MGI:97838
parameter_name,Distance travelled - total
