parameter_id,IMPC_ABR_006_001
parameter_name,12kHz-evoked ABR Threshold
mouse_strain,C57BL
gene_symbol,Bach2
mouse_life_stage,Early adult
analysis_id,g977491ms1lxu6u
gene_accession_id,MGI:894679
pvalue,0.8635122
