gene_symbol,Hnf4a
analysis_id,20t62d742085040
pvalue,0.543494
gene_accession_id,MGI:109128
parameter_id,IMPC_CAL_008_001
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_name,Total food intake
