mouse_life_stage,Early adult
gene_accession_id,MGI:2446186
analysis_id,683492ad38ql26p
parameter_name,Latency to center entry
mouse_strain,C57BL
gene_symbol,Lpgat1
parameter_id,IMPC_OFD_018_001
pvalue,0.5070931
