parameter_id,IMPC_EYE_026_001
parameter_name,Retinal Blood Vessels Pattern
gene_accession_id,MGI:1915087
analysis_id,56c0e3q26m790w1
mouse_life_stage,E9.5
pvalue,0.1736184
gene_symbol,Tiprl
mouse_strain,C57BL
