mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
parameter_id,M-G-P_014_001_010
analysis_id,yq2r7o9v4v111c3
pvalue,0.2152069
mouse_strain,C57BL
parameter_name,lens opacity
