pvalue,0.3190905
analysis_id,lqrg91g24pzp65n
parameter_id,IMPC_XRY_033_001
gene_accession_id,MGI:1860103
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Slc2a8
parameter_name,Tibia length
