gene_symbol,Rab17
parameter_name,Tremor
gene_accession_id,MGI:104640
mouse_life_stage,Early adult
analysis_id,75d9go25t658v7z
parameter_id,TCPLA_CSD_030_001
pvalue,0.3124224
mouse_strain,C57BL
