mouse_strain,129SV
gene_accession_id,MGI:2385884
parameter_name,Limb morphology
analysis_id,53se59xtteus7m2
parameter_id,IMPC_GEP_084_001
gene_symbol,Ddx27
pvalue,0.6351595
mouse_life_stage,Early adult
