gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
parameter_name,Shape of vertebrae
mouse_life_stage,E15.5
parameter_id,IMPC_XRY_018_001
analysis_id,655mezs49sj11ec
pvalue,0.374199
mouse_strain,C57BL
