parameter_id,JAX_LDT_002_001
mouse_strain,C57BL
analysis_id,02s3913178z721u
gene_accession_id,MGI:891989
parameter_name,Light side time spent
gene_symbol,Npbwr1
mouse_life_stage,Early adult
pvalue,0.4008843
