gene_symbol,Bmi1
parameter_name,Percent time in dark
gene_accession_id,MGI:88174
mouse_life_stage,E12.5
analysis_id,2258105p1g7df23
pvalue,0.7333524
mouse_strain,C57BL
parameter_id,JAX_LDT_008_001
