mouse_life_stage,Late adult
gene_symbol,AU040320
parameter_id,ESLIM_011_001_006
analysis_id,s1500ip6263w60q
pvalue,0.4774839
gene_accession_id,MGI:2140475
parameter_name,110dB startle magnitude
mouse_strain,C57BL
