mouse_life_stage,Middle aged adult
gene_symbol,Slc30a4
analysis_id,912ozfzvzw1328g
mouse_strain,C57BL
parameter_id,MGP_IMM_070_001
gene_accession_id,MGI:1345282
pvalue,0.9833774
parameter_name,Total ab T cells - % of CD45+
