gene_symbol,Zmynd19
parameter_id,MGP_IMM_011_001
parameter_name,Resting Treg cells - % of Treg
pvalue,0.4574142
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914437
analysis_id,kxmh077a2e07euy
