parameter_id,IMPC_IMM_050_001
parameter_name,Neutrophils
analysis_id,9kv90lat4y2gce7
gene_accession_id,MGI:104640
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Rab17
pvalue,0.7624401
