gene_symbol,Mms22l
mouse_strain,C57BL
analysis_id,7o745y0l1t33hm8
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_009_001
parameter_name,Calcium
pvalue,0.4757769
gene_accession_id,MGI:2684980
