gene_symbol,Orc2
gene_accession_id,MGI:1328306
parameter_name,Mean left eye lens density
pvalue,0.2449666
analysis_id,i455jvw0yv96h67
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_id,IMPC_EYE_056_001
