parameter_id,IMPC_IMM_004_002
gene_accession_id,MGI:2446274
mouse_strain,C57BL
pvalue,0.5111158
gene_symbol,Frmpd1
mouse_life_stage,Middle aged adult
analysis_id,ervh92292m7mz3m
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
