parameter_id,JAXLA_OFD_017_001
mouse_life_stage,E15.5
gene_symbol,Mapkap1
parameter_name,Center average speed
analysis_id,55a7wr5ix7b7289
gene_accession_id,MGI:2444554
mouse_strain,C57BL
pvalue,0.8909054
