gene_symbol,Frmpd1
mouse_strain,C57BL
pvalue,0.2447377
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
parameter_id,JAXLA_CBC_015_001
analysis_id,25ob2qu428hx2aj
parameter_name,Total cholesterol
