gene_symbol,Mapkap1
mouse_strain,C57BL
pvalue,0.2020773
parameter_id,MGP_MLN_014_001
parameter_name,Resting CD8+ T cells - % of CD8+
gene_accession_id,MGI:2444554
analysis_id,8dj5138iw6e3i84
mouse_life_stage,E12.5
