parameter_id,MGP_PBI_015_001
pvalue,0.5448422
analysis_id,vx212o0bg3xy5dl
gene_symbol,Tatdn3
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1916222
parameter_name,IgD+ mature B cell percentage
