parameter_name,Whole arena resting time
gene_symbol,Hpca
parameter_id,JAXLA_OFD_007_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1336200
analysis_id,a9o354645anep1e
pvalue,0.05017806
