parameter_id,ESLIM_007_001_007
mouse_life_stage,Early adult
gene_accession_id,MGI:109585
parameter_name,Periphery resting time
pvalue,0.9344312
gene_symbol,Pld1
mouse_strain,C57BL
analysis_id,c5h1s942870p8ov
