gene_symbol,Lpgat1
parameter_id,HRWLLA_OFD_007_001
mouse_life_stage,E18.5
mouse_strain,C57BL
pvalue,0.7675956
analysis_id,94987wvl36d71c8
parameter_name,Whole arena resting time
gene_accession_id,MGI:2446186
