gene_symbol,Kdm4c
parameter_name,Cornea vascularisation
parameter_id,ESLIM_014_001_008
pvalue,0.7615443
gene_accession_id,MGI:1924054
analysis_id,40g8xsgw7ddjrj2
mouse_strain,C57BL
mouse_life_stage,Early adult
