gene_symbol,Hspa5
mouse_life_stage,E9.5
gene_accession_id,MGI:95835
parameter_id,MGP_IMM_079_001
parameter_name,KLRG1+ Treg cells - % of CD45+
pvalue,0.1281541
analysis_id,5r424pz2b19d355
mouse_strain,C57BL
