gene_symbol,Bmi1
mouse_strain,C57BL
analysis_id,0065wqsoo4on4p5
gene_accession_id,MGI:88174
parameter_name,Retinal Blood Vessels Pattern
mouse_life_stage,E12.5
pvalue,0.1682843
parameter_id,IMPC_EYE_026_001
