parameter_id,IMPC_DXA_009_001
gene_symbol,Kifap3
gene_accession_id,MGI:107566
pvalue,0.8512514
parameter_name,Fat/Body weight
analysis_id,562djkqtc1x56y4
mouse_life_stage,Early adult
mouse_strain,C57BL
