mouse_life_stage,Late adult
mouse_strain,C57BL
gene_symbol,Frmpd1
parameter_id,MGP_IMM_074_001
parameter_name,Resting CD4+ T helper cells - % of CD45+
analysis_id,0073p35s19tl9ar
pvalue,0.205885
gene_accession_id,MGI:2446274
