parameter_id,IMPC_CSD_078_001
gene_accession_id,MGI:1913576
analysis_id,4457jt75rhh8q81
parameter_name,Vocalization
pvalue,0.5807934
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Dnajc5b
