parameter_name,Lean/Body weight
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
parameter_id,IMPC_DXA_008_001
analysis_id,17g6503688122x9
pvalue,0.3668616
