gene_accession_id,MGI:1929866
gene_symbol,Rgs20
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GRS_009_001
pvalue,0.5601352
parameter_name,Forelimb and hindlimb grip strength measurement mean
analysis_id,g2rg7d67359c153
