parameter_id,IMPC_IMM_034_001
analysis_id,t5q2ix775vn67w5
pvalue,0.3759411
parameter_name,CD8 CD44-CD62L+ T cells
mouse_strain,C57BL
gene_accession_id,MGI:1341628
gene_symbol,Atrn
mouse_life_stage,Early adult
