gene_symbol,Mms22l
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2684980
analysis_id,223g169jk1m5rh6
pvalue,0.06112878
parameter_id,MGP_BMI_019_001
parameter_name,T cells - % of CD45+
