parameter_id,IMPC_OFD_022_001
gene_accession_id,MGI:1916220
pvalue,0.3368328
parameter_name,Percentage center time
gene_symbol,Dcaf12
analysis_id,1wu7891b7352od0
mouse_strain,C57BL
mouse_life_stage,Early adult
