gene_symbol,Secisbp2l
pvalue,0.1012388
mouse_life_stage,Late adult
parameter_name,Whole arena resting time
mouse_strain,C57BL
gene_accession_id,MGI:1917604
parameter_id,IMPC_OFD_007_001
analysis_id,kn476wm836961bx
