gene_symbol,Sass6
parameter_id,IMPC_GEL_006_001
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,118627352l433f8
parameter_name,Pericardium Morphology
pvalue,0.308023
gene_accession_id,MGI:1920026
