gene_symbol,Ahctf1
parameter_id,MGP_PBI_019_001
gene_accession_id,MGI:1915033
mouse_strain,C57BL
analysis_id,c45n7167g4t2a9z
pvalue,0.6058616
parameter_name,Neutrophil percentage
mouse_life_stage,Early adult
