gene_symbol,Pex19
mouse_strain,C57BL
mouse_life_stage,E18.5
gene_accession_id,MGI:1334458
pvalue,0.5175152
analysis_id,r9u9u94sadt6p3j
parameter_name,IgD+ mature B cell percentage
parameter_id,MGP_PBI_015_001
