mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.4944319
parameter_name,Red blood cell count
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
parameter_id,ESLIM_016_001_002
analysis_id,b481c37j3q64sgw
