gene_symbol,Arnt
pvalue,0.2177565
mouse_strain,C57BL
analysis_id,t354kx784rbai52
parameter_id,ESLIM_007_001_009
parameter_name,Periphery average speed
mouse_life_stage,Early adult
gene_accession_id,MGI:88071
