gene_symbol,Hnf4a
parameter_name,Coat colouration
pvalue,0.8486157
mouse_life_stage,Early adult
parameter_id,M-G-P_026_001_004
analysis_id,g3xba0ijod8ua6q
gene_accession_id,MGI:109128
mouse_strain,C55BL
