parameter_id,MGP_BMI_019_001
gene_symbol,Usp37
analysis_id,8i33980376183ij
mouse_strain,C57BL
parameter_name,T cells - % of CD45+
gene_accession_id,MGI:2442483
mouse_life_stage,Early adult
pvalue,0.3883929
