parameter_id,JAXLA_OFD_009_001
mouse_life_stage,E9.5
gene_symbol,Cdin1
parameter_name,Whole arena average speed
analysis_id,o7277tvy6etx0s9
pvalue,0.7018382
gene_accession_id,MGI:3026886
mouse_strain,C57BL
